policy_name,session_bin_index,chosen_relative_path,chosen_location,chosen_path_state,reactive_latency_ms,realized_next_latency_ms,retrospective_best_path_latency_ms,decision_gap_ms,retrospective_best_path_match,success_under_budget,decision_time_us,pred_forecast,pred_graph,pred_disagreement,pred_simple_fusion,pred_consensus,scenario_name,best_temporal_model,best_graph_model,stress_applied_rate,chosen_disagreement,candidate_count,mean_candidate_disagreement,max_candidate_disagreement,stressed_candidate_fraction
predictive_graph_greedy,54,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,23.856429078853896,27.85750845002414,27.7909751924722,0.06653325755194217,0,1,240.0,24.957305355812423,26.68886375427246,1.731558398460038,25.563350795273436,26.082818314811448,structural,linear_regression,graph_xgboost,0.07407407407407407,1.731558398460038,14,2.246299091930788,6.988892946188571,0.0
predictive_graph_greedy,55,inside-out/active/victoria_hp1_proto2/2025-03-29/ping-sttlwax1-2605:59c8:200:685b::1-10ms-1h-2025-03-29-03-00-00.txt,victoria_hp1_proto2,active,34.91133387888707,28.27106630638121,25.46674280493376,2.8043235014474526,0,1,237.584,30.63192098624131,27.52311134338379,3.1088096428575227,29.543837611241177,30.476480504098433,structural,linear_regression,graph_xgboost,0.07407407407407407,3.1088096428575227,14,1.5518706653586247,3.6893136940561817,0.0
predictive_graph_greedy,56,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,26.71778708397619,25.23971631205674,25.23971631205674,0.0,1,1,236.958,26.62774335055292,27.326492309570312,0.6987489590173936,26.872305486209004,27.081930173914223,structural,linear_regression,graph_xgboost,0.07407407407407407,0.6987489590173936,14,1.9435835154997352,7.445467408419063,0.0
predictive_graph_greedy,57,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,25.23971631205674,27.224847632442568,26.200651139494116,1.0241964929484517,0,1,238.292,27.385417293822684,26.333772659301758,1.051644634520926,27.01734167174036,27.33283506209664,structural,linear_regression,graph_xgboost,0.07407407407407407,1.051644634520926,14,2.0231701724120024,7.330365608380816,0.0
predictive_graph_greedy,58,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,27.224847632442568,27.445364937808023,25.305642420122364,2.1397225176856587,0,1,235.709,28.88810798000486,26.536720275878906,2.3513877041259548,28.065122283560775,28.770538594798563,structural,linear_regression,graph_xgboost,0.07407407407407407,2.3513877041259548,14,2.992448508164671,10.823152626362571,0.0
predictive_graph_greedy,59,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,27.445364937808023,23.836363636363636,23.836363636363636,0.0,1,1,235.458,28.945591790754406,30.151912689208984,1.2063208984545781,29.36780410521351,29.729700374749882,structural,linear_regression,graph_xgboost,0.07407407407407407,1.2063208984545781,7,1.4509000542301302,5.579189904005034,0.0
predictive_graph_greedy,101,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,44.16263301163078,47.807699805068225,47.807699805068225,0.0,1,1,129.583,52.10704892535432,53.376991271972656,1.2699423466183362,52.55152874667074,52.93251145065624,structural,linear_regression,graph_xgboost,0.07407407407407407,1.2699423466183362,2,4.341836542058445,7.413730737498554,0.0
predictive_graph_greedy,102,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,77.52929714237966,68.59371445771637,68.59371445771637,0.0,1,0,132.75,48.864282748480036,62.61141586303711,13.747133114557073,53.67577933857501,57.799919272942134,structural,linear_regression,graph_xgboost,0.07407407407407407,13.747133114557073,2,12.405097950344498,13.747133114557073,1.0
predictive_graph_greedy,103,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,75.94039097025116,79.70318532416606,73.43910529915473,6.264080025011324,0,0,192.084,47.69268647170247,60.72964859008789,13.036962118385418,52.25562321313737,56.166711848652994,structural,linear_regression,graph_xgboost,0.07407407407407407,13.036962118385418,2,12.814325471452321,13.036962118385418,1.0
predictive_graph_greedy,104,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,86.77824288930509,80.46533847490626,78.76048689039119,1.704851584515069,0,0,189.375,50.27957370315562,60.8026123046875,10.52303860153188,53.96263721369178,57.11954879415134,structural,linear_regression,graph_xgboost,0.07407407407407407,10.52303860153188,2,12.482805930572795,14.44257325961371,1.0
predictive_graph_greedy,105,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,79.21779704494858,79.31513183709886,78.87845341493217,0.4366784221666933,0,0,229.041,49.208943003184686,62.392818450927734,13.183875447743048,53.82329940989476,57.778462044217676,structural,linear_regression,graph_xgboost,0.07407407407407407,13.183875447743048,2,14.479962698256713,15.776049948770378,1.0
predictive_graph_greedy,106,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,81.89700061005696,90.14351710884071,69.39497207474645,20.748545034094263,0,0,236.75,49.758594353123044,63.16505813598633,13.406463782863284,54.450856677125195,58.47279581198418,structural,linear_regression,graph_xgboost,0.07407407407407407,13.406463782863284,2,12.633659195009386,13.406463782863284,1.0
predictive_graph_greedy,107,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,72.41356126239567,67.31322076495441,66.17725853253958,1.1359622324148262,0,0,190.0,49.38845379680424,59.58588790893555,10.197434112131305,52.957555736050196,56.016785969689586,structural,linear_regression,graph_xgboost,0.07407407407407407,10.197434112131305,2,11.298182244139753,12.3989303761482,1.0
predictive_graph_greedy,108,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,41.343274021352315,55.00292682926829,49.01977267345489,5.983154155813402,0,1,456.0,46.9413481465599,50.77750778198242,3.8361596354225185,48.28400401895779,49.434851909584545,structural,linear_regression,graph_xgboost,0.07407407407407407,3.8361596354225185,2,6.170552132411103,8.504944629399688,0.0
predictive_graph_greedy,109,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,55.00292682926829,43.581672100605495,43.581672100605495,0.0,1,1,244.958,49.017206526470545,47.89226150512695,1.124945021343592,48.62347576900029,48.96095927540336,structural,linear_regression,graph_xgboost,0.07407407407407407,1.124945021343592,2,2.4014746703796845,3.678004319415777,0.0
predictive_graph_greedy,110,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,43.581672100605495,45.97213965557915,45.97213965557915,0.0,1,1,236.0,44.9666203646193,52.968990325927734,8.002369961308432,47.76744985107725,50.168160839469785,structural,linear_regression,graph_xgboost,0.07407407407407407,8.002369961308432,2,6.1942902237933595,8.002369961308432,0.0
predictive_graph_greedy,111,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,45.97213965557915,52.499707531074826,41.26314601103864,11.236561520036183,0,1,186.958,46.16541527980735,48.298439025878906,2.133023746071558,46.91197359093239,47.55188071475386,structural,linear_regression,graph_xgboost,0.07407407407407407,2.133023746071558,2,2.703602975609101,3.2741822051466443,0.0
predictive_graph_greedy,112,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,41.26314601103864,43.51293330145828,43.51293330145828,0.0,1,1,128.208,46.13200954278,50.99854278564453,4.866533242864534,47.83529617778258,49.29525615064194,structural,linear_regression,graph_xgboost,0.07407407407407407,4.866533242864534,2,4.240417610883014,4.866533242864534,0.0
predictive_graph_greedy,113,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,47.40269579363235,58.19203992210321,58.19203992210321,0.0,1,1,240.375,46.66887314691121,48.75494384765625,2.08607070074504,47.39899789217198,48.02481910239549,structural,linear_regression,graph_xgboost,0.07407407407407407,2.08607070074504,2,3.7136772098674555,5.341283718989871,0.0
predictive_graph_greedy,114,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,58.19203992210321,47.77913669064748,47.77913669064748,0.0,1,1,238.625,48.9688222828845,59.595882415771484,10.627060132886982,52.68829332939495,55.87641136926105,structural,linear_regression,graph_xgboost,0.07407407407407407,10.627060132886982,2,11.3723065388549,12.117552944822819,0.0
predictive_graph_greedy,115,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,47.77913669064748,60.57354884379424,44.755442978322336,15.818105865471907,0,0,190.958,48.236308093284606,53.770355224609375,5.534047131324769,50.17322458924828,51.83343872864571,structural,linear_regression,graph_xgboost,0.07407407407407407,5.534047131324769,2,7.845534198779205,10.157021266233642,0.0
predictive_graph_greedy,116,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,44.755442978322336,52.01917613636363,50.2937984496124,1.72537768675123,0,1,281.458,46.669537608388055,53.833160400390625,7.16362279200257,49.17680558558895,51.32589242318972,structural,linear_regression,graph_xgboost,0.07407407407407407,7.16362279200257,2,6.356893328520528,7.16362279200257,0.0
predictive_graph_greedy,117,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,50.2937984496124,42.33,42.33,0.0,1,1,247.792,48.49232308064529,49.763160705566406,1.2708376249211142,48.937116249367676,49.31836753684401,structural,linear_regression,graph_xgboost,0.07407407407407407,1.2708376249211142,2,2.7894009790143173,4.30796433310752,0.0
predictive_graph_greedy,118,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,42.33,50.53891943581162,50.53891943581162,0.0,1,1,242.833,50.86774548678659,52.02259063720703,1.1548451504204422,51.27194128943375,51.61839483455988,structural,linear_regression,graph_xgboost,0.07407407407407407,1.1548451504204422,2,2.3879138653574046,3.620982580294367,0.0
predictive_simple_fusion_greedy,50,inside-out/active/seattle/2025-03-06/ping-sttlwax1-2605:59c8:900:facf::1-10ms-1h-2025-03-06-17-00-00.txt,seattle,active,27.105559481743228,29.395587506197323,24.821327414922848,4.574260091274475,0,1,264.375,26.87880572277936,30.045141220092773,3.166335497313412,27.987023146839054,28.936923796033078,structural,linear_regression,graph_xgboost,0.07407407407407407,3.166335497313412,7,1.5613484631176107,3.166335497313412,0.0
predictive_simple_fusion_greedy,51,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,27.417329939842663,23.931289790143833,23.931289790143833,0.0,1,1,244.458,25.049258865103184,27.641319274902344,2.59206040979916,25.95648000853289,26.73409813147264,structural,linear_regression,graph_xgboost,0.07407407407407407,2.59206040979916,14,2.355107561668514,7.147367480611138,0.0
predictive_simple_fusion_greedy,52,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,24.717385592292533,26.85906612941455,24.503920280332895,2.355145849081655,0,1,241.458,25.912761031060654,26.384490966796875,0.4717299357362208,26.07786650856833,26.2193854892892,structural,linear_regression,graph_xgboost,0.07407407407407407,0.4717299357362208,14,1.605010241087127,5.793435542705993,0.0
predictive_simple_fusion_greedy,53,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,27.88490447197145,23.856429078853896,23.856429078853896,0.0,1,1,237.208,24.67604055845004,30.058504104614258,5.382463546164217,26.559902799607514,28.174641863456777,structural,linear_regression,graph_xgboost,0.07407407407407407,5.382463546164217,14,2.2054843311613825,5.763580459388322,0.0
predictive_simple_fusion_greedy,54,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,23.856429078853896,27.85750845002414,27.7909751924722,0.06653325755194217,0,1,240.833,24.957305355812423,26.68886375427246,1.731558398460038,25.563350795273436,26.082818314811448,structural,linear_regression,graph_xgboost,0.07407407407407407,1.731558398460038,14,2.246299091930788,6.988892946188571,0.0
predictive_simple_fusion_greedy,55,inside-out/active/slc/2025-03-04/ping-sltyutx1-2605:59c0:3000:543a::1-10ms-1h-2025-03-04-15-00-00.txt,slc,active,28.40217971530249,31.84558505408063,25.46674280493376,6.378842249146871,0,1,236.667,28.30328082095366,28.69240379333496,0.3891229723813012,28.439473861287112,28.5562107530015,structural,linear_regression,graph_xgboost,0.07407407407407407,0.3891229723813012,14,1.5518706653586247,3.6893136940561817,0.0
predictive_simple_fusion_greedy,56,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,25.46674280493376,26.813987518829354,25.23971631205674,1.5742712067726146,0,1,237.333,23.343375746488164,30.788843154907227,7.445467408419063,25.949289339434834,28.182929561960552,structural,linear_regression,graph_xgboost,0.07407407407407407,7.445467408419063,14,1.9435835154997352,7.445467408419063,0.0
predictive_simple_fusion_greedy,57,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,26.813987518829354,26.92269855595668,26.200651139494116,0.7220474164625621,0,1,236.292,23.69639956127503,28.479297637939453,4.782898076664424,25.370413888107578,26.805283311106905,structural,linear_regression,graph_xgboost,0.07407407407407407,4.782898076664424,14,2.0231701724120024,7.330365608380816,0.0
predictive_simple_fusion_greedy,58,inside-out/active/lincoln/2025-03-04/ping-dnvrcox1-2605:59c8:5000:8874::1-10ms-1h-2025-03-04-02-00-00.txt,lincoln,active,26.92269855595668,25.305642420122364,25.305642420122364,0.0,1,1,237.875,23.793587382337137,27.646440505981445,3.8528531236443087,25.142085975612645,26.297941912705937,structural,linear_regression,graph_xgboost,0.07407407407407407,3.8528531236443087,14,2.992448508164671,10.823152626362571,0.0
predictive_simple_fusion_greedy,59,inside-out/active/kanazawa/2025-03-13/ping-2406:2d40:3000:b724::1-10ms-1h-2025-03-13-20-00-00.txt,kanazawa,active,27.445364937808023,23.836363636363636,23.836363636363636,0.0,1,1,433.5,28.945591790754406,30.151912689208984,1.2063208984545781,29.36780410521351,29.729700374749882,structural,linear_regression,graph_xgboost,0.07407407407407407,1.2063208984545781,7,1.4509000542301302,5.579189904005034,0.0
predictive_simple_fusion_greedy,101,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,40.09441024378232,51.215766423357664,47.807699805068225,3.408066618289439,0,1,207.333,47.241664770313946,54.6553955078125,7.413730737498554,49.83647052843844,52.060589749688006,structural,linear_regression,graph_xgboost,0.07407407407407407,7.413730737498554,2,4.341836542058445,7.413730737498554,0.0
predictive_simple_fusion_greedy,102,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,77.52929714237966,68.59371445771637,68.59371445771637,0.0,1,0,147.125,48.864282748480036,62.61141586303711,13.747133114557073,53.67577933857501,57.799919272942134,structural,linear_regression,graph_xgboost,0.07407407407407407,13.747133114557073,2,12.405097950344498,13.747133114557073,1.0
predictive_simple_fusion_greedy,103,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,75.94039097025116,79.70318532416606,73.43910529915473,6.264080025011324,0,0,190.833,47.69268647170247,60.72964859008789,13.036962118385418,52.25562321313737,56.166711848652994,structural,linear_regression,graph_xgboost,0.07407407407407407,13.036962118385418,2,12.814325471452321,13.036962118385418,1.0
predictive_simple_fusion_greedy,104,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,80.4211766144958,78.76048689039119,78.76048689039119,0.0,1,0,242.75,47.1663897530816,61.60896301269531,14.44257325961371,52.221290393946404,56.55406237183052,structural,linear_regression,graph_xgboost,0.07407407407407407,14.44257325961371,2,12.482805930572795,14.44257325961371,1.0
predictive_simple_fusion_greedy,105,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,85.42356826881513,78.87845341493217,78.87845341493217,0.0,1,0,138.0,47.931999825399544,63.70804977416992,15.776049948770378,53.45361730746917,58.186432292100285,structural,linear_regression,graph_xgboost,0.07407407407407407,15.776049948770378,2,14.479962698256713,15.776049948770378,1.0
predictive_simple_fusion_greedy,106,inside-out/active/ulukhaktok/2025-03-16/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-16-12-00-00.txt,ulukhaktok,active,81.89700061005696,90.14351710884071,69.39497207474645,20.748545034094263,0,0,194.584,49.758594353123044,63.16505813598633,13.406463782863284,54.450856677125195,58.47279581198418,structural,linear_regression,graph_xgboost,0.07407407407407407,13.406463782863284,2,12.633659195009386,13.406463782863284,1.0
predictive_simple_fusion_greedy,107,inside-out/active/ulukhaktok/2025-03-28/ping-sttlwax1-2605:59c8:600:e773::1-10ms-2h-2025-03-28-12-00-00.txt,ulukhaktok,active,72.41356126239567,67.31322076495441,66.17725853253958,1.1359622324148262,0,0,194.0,49.38845379680424,59.58588790893555,10.197434112131305,52.957555736050196,56.016785969689586,structural,linear_regression,graph_xgboost,0.07407407407407407,10.197434112131305,2,11.298182244139753,12.3989303761482,1.0
